genre_id,genre,artists
Q677542,riot grrrl,7 Year Bitch | Bikini Kill | Bratmobile | Excuse 17 | Heavens to Betsy | Huggy Bear | Le Tigre | Sleater-Kinney
Q2715283,Gypsy punk,Balkan Beat Box | Firewater | Gogol Bordello | Kultur Shock
Q65089257,punk rap,$uicideboy$ | Ghostemane | Lil Pump | Playboi Carti | Ski Mask the Slump God | Smokepurpp | XXXTentacion
Q65936979,alternative punk,
Q476983,synth-punk,Nervous Gender | Suicide | The Screamers | Units
Q598929,post-punk,Gang of Four | Joy Division | Pere Ubu | Public Image Ltd | Siouxsie and the Banshees | Talking Heads | The Fall | Wire
Q1643549,dance-punk,!!! | A Certain Ratio | Delta 5 | ESG | Gang of Four | LCD Soundsystem | Liquid Liquid | The Rapture
Q2343562,coldwave,Asylum Party | Clair Obscur | Kas Product | Marquis de Sade | Martin Dupont | Norma Loy | Opera Multi Steel | Trisomie 21
Q823080,no wave,Bush Tetras | DNA | Glenn Branca | James Chance and the Contortions | Mars | Teenage Jesus and the Jerks | Theoretical Girls
Q3840596,dark wave,Clan of Xymox | Dead Can Dance | Diary of Dreams | Lebanon Hanover | She Past Away | Sopor Aeternus & the Ensemble of Shadows | Xmal Deutschland
Q284543,ethereal wave,Black Tape for a Blue Girl | Cocteau Twins | Cranes | Dead Can Dance | Faith and the Muse | Love Spirals Downwards | Lycia | This Mortal Coil
Q899116,neoclassical dark wave,Arcana | Ataraxia | Dead Can Dance | Elend | In the Nursery | Stoa
Q1362878,Neue Deutsche Todeskunst,Das Ich | Goethes Erben | Lacrimosa | Relatives Menschsein
Q1899347,post-punk revival,Bloc Party | Editors | Fontaines D.C. | Franz Ferdinand | Interpol | The Futureheads | The Strokes | Yeah Yeah Yeahs
Q133501932,dance-punk revival,!!! | Death from Above 1979 | Klaxons | LCD Soundsystem | Out Hud | Radio 4 | The Rapture
Q659599,art punk,Devo | Minutemen | Mission of Burma | Pere Ubu | Swell Maps | Television | The Ex | Wire
Q377910,post-hardcore,At the Drive-In | Drive Like Jehu | Fugazi | Glassjaw | Hüsker Dü | Quicksand | Refused | Thursday
Q3724778,emotional hardcore,Embrace | Gray Matter | Indian Summer | Moss Icon | One Last Wish | Rites of Spring
Q106594784,sass,An Albatross | Daughters | SeeYouSpaceCowboy | The Blood Brothers | The Number Twelve Looks Like You
Q2426383,crunkcore,3OH!3 | Blood on the Dance Floor | Brokencyde | Millionaires
Q141458789,progressive post-hardcore,Circa Survive | Dance Gavin Dance | Hail the Sun | Saosin | The Fall of Troy
Q115684103,swancore,A Lot Like Birds | Dance Gavin Dance | Eidola | Hail the Sun | Sianvar | Stolas
Q2268922,cowpunk,Jason & the Scorchers | Meat Puppets | Rank and File | The Gun Club | The Knitters | The Long Ryders
Q1425661,folk punk,"Against Me! | AJJ | Billy Bragg | Defiance, Ohio | Mischief Brew | The Men They Couldn't Hang | The Pogues | Violent Femmes"
Q2551540,punk blues,Oblivians | The Gun Club | The Jon Spencer Blues Explosion | The White Stripes
Q7308175,reggae rock,311 | Dirty Heads | Iration | Pepper | Rebelution | Slightly Stoopid | Sublime | The Police
Q7354827,rock musical,Andrew Lloyd Webber | Galt MacDermot | Jonathan Larson
Q719927,symphonic rock,"Barclay James Harvest | Electric Light Orchestra | Emerson, Lake & Palmer | Procol Harum | Renaissance | The Moody Blues | The Nice | Trans-Siberian Orchestra"
Q106654134,zolo,Devo | Oingo Boingo | Suburban Lawns | The B-52's | XTC
Q43343,folk music,Bob Dylan | Ewan MacColl | Joan Baez | Lead Belly | Pete Seeger | Shirley Collins | The Chieftains | Woody Guthrie
Q4400125,runo song,
Q3228974,seto leelo,
Q1195630,canzone napoletana,Enrico Caruso | Mario Merola | Massimo Ranieri | Nino D'Angelo | Renato Carosone | Roberto Murolo | Sergio Bruni
Q674684,sevdalinka,Amira Medunjanin | Damir Imamović | Himzo Polovina | Nada Mamula | Safet Isović | Silvana Armenulić | Zaim Imamović | Zehra Deović
Q1692318,modinha,Domingos Caldas Barbosa
Q3622181,tonadilla,Blas de Laserna | Pablo Esteve
Q208341,pasodoble,
Q8261759,asturianada,
Q1026089,Cajun music,BeauSoleil | D. L. Menard | Doug Kershaw | Iry LeJeune | Joe Falcon | Nathan Abshire | Steve Riley and the Mamou Playboys | The Balfa Brothers
Q212024,spirituals,Fisk Jubilee Singers | Marian Anderson | Odetta | Paul Robeson
Q139566448,concert spiritual,Hall Johnson | Harry T. Burleigh | Marian Anderson | Moses Hogan | Paul Robeson | Roland Hayes | William L. Dawson
Q482981,pansori,Ahn Sook-sun | Im Bang-ul | Kim So-hee | Park Dong-jin
Q3083000,kan ha diskan,Erik Marchand | Les Sœurs Goadec | Yann-Fañch Kemener
Q220528,Rebetiko,Anestis Delias | Giorgos Batis | Markos Vamvakaris | Rita Abatzi | Rosa Eskenazi | Sotiria Bellou | Vassilis Tsitsanis
Q2389651,children's music,"Dan Zanes | Ella Jenkins | Laurie Berkner | Raffi | Sharon, Lois & Bram | The Wiggles"
Q185676,fado,Alfredo Marceneiro | Amália Rodrigues | Ana Moura | Camané | Carlos do Carmo | Cristina Branco | Hermínia Silva | Mariza
Q5141514,coimbra fado,Adriano Correia de Oliveira | António Menano | Artur Paredes | Carlos Paredes | José Afonso | Luiz Goes
Q106298881,contemporary folk music,"Bob Dylan | Joan Baez | Joni Mitchell | Pete Seeger | Peter, Paul and Mary | Phil Ochs | Simon & Garfunkel | The Kingston Trio"
Q606089,skiffle,Chas McDevitt | Chris Barber | Johnny Duncan | Ken Colyer | Lonnie Donegan | The Quarrymen | The Vipers Skiffle Group
Q649634,progressive folk,Comus | Fairport Convention | John Martyn | Nick Drake | Pentangle | Roy Harper | The Incredible String Band | Tim Buckley
Q1414130,filk,Julia Ecklar | Leslie Fish
Q466445,American primitive guitar,Jack Rose | James Blackshaw | John Fahey | Leo Kottke | Peter Lang | Robbie Basho | Sandy Bull
Q1500364,psychedelic folk,Comus | Donovan | Espers | Linda Perhacs | Pearls Before Swine | The Incredible String Band | Tyrannosaurus Rex
Q2404568,freak folk,Akron/Family | Animal Collective | CocoRosie | Devendra Banhart | Espers | Joanna Newsom | Six Organs of Admittance | Vetiver
Q98528183,free folk,Charalambides | MV & EE | Pelt | Six Organs of Admittance | Sunburned Hand of the Man | The Tower Recordings
Q10387147,udigrudi,Ave Sangria | Lula Côrtes | Marconi Notaro | Zé Ramalho
Q134889869,wyrd folk,Comus | Trees
Q1773654,country folk,Gillian Welch | Guy Clark | Iris DeMent | John Prine | Kate Wolf | Nanci Griffith | Townes Van Zandt
Q775614,neofolk,Allerseelen | Current 93 | Death in June | Forseti | Of the Wand & the Moon | Rome | Sol Invictus
Q106621114,dark folk,Current 93 | Death in June | Sol Invictus | Tenhi | Wardruna
Q574651,anti-folk,Daniel Johnston | Diane Cluck | Jeffrey Lewis | Lach | Paleface | Regina Spektor | The Moldy Peaches
Q1317816,indie folk,Bon Iver | Fleet Foxes | Iron & Wine | José González | Laura Marling | Neutral Milk Hotel | Sufjan Stevens | The Decemberists
Q28401204,alternative folk,Ani DiFranco | Bright Eyes | Sufjan Stevens | The Mountain Goats
Q108297184,avant-folk,Joanna Newsom | Richard Dawson
Q5934478,campus folk song,Chyi Yu | Hou Dejian
Q98528178,chamber folk,Joanna Newsom | Nick Drake | Sufjan Stevens
Q11700058,folk-pop,Donovan | Jack Johnson | Mumford & Sons | Simon & Garfunkel | Suzanne Vega | The Mamas & the Papas | Tracy Chapman
Q123421101,stomp and holler,Edward Sharpe and the Magnetic Zeros | Lord Huron | Mumford & Sons | Of Monsters and Men | Phillip Phillips | The Head and the Heart | The Lumineers
Q136335965,loner folk,Bill Fay | Bob Desper | Linda Perhacs | Vashti Bunyan
Q6040713,neofolklore,Los de las Condes | Los de Ramón | Pedro Messone | Rolando Alarcón
Q617338,apala,Ayinla Omowura | Haruna Ishola | Musiliu Haruna Ishola
Q245296,zydeco,Beau Jocque | Boozoo Chavis | Buckwheat Zydeco | C. J. Chenier | Clifton Chenier | Keith Frank | Queen Ida | Rockin' Dopsie
Q111186967,nouveau zydeco,Beau Jocque | Chris Ardoin | Keith Frank | Zydeco Force
Q1470503,semba,Bonga | Carlos Burity | Elias Diá Kimuezo | Ngola Ritmos | Paulo Flores
Q2087267,laïko,Giorgos Dalaras | Grigoris Bithikotsis | Haris Alexiou | Manolis Angelopoulos | Marinella | Poly Panou | Stelios Kazantzidis | Stratos Dionysiou
Q109713745,modern laika,Anna Vissi | Antonis Remos | Despina Vandi | Giorgos Mazonakis | Nikos Vertis | Notis Sfakianakis | Pantelis Pantelidis | Peggy Zina
Q7535166,skiladiko,
Q446241,neo-medieval music,Corvus Corax | Estampie | Faun | In Extremo | Qntal | Saltatio Mortis | Schandmaul | Subway to Sally
Q96647680,bardcore,Hildegard von Blingin'
Q1798870,pagan folk,Faun | Hagalaz' Runedance | Heilung | Omnia | Wardruna
Q786815,turbo-folk,Aca Lukas | Ceca | Dragana Mirković | Indira Radić | Jelena Karleuša | Lepa Brena | Mile Kitić | Seka Aleksić
Q6039799,aboio,
Q30632442,agbadza,
Q4691650,agbekor,
Q4696445,ahwash,
Q22949256,aita,
Q4735603,Alpini song,
Q4741152,ambasse bey,
Q108616106,Appalachian folk music,Clarence Ashley | Doc Watson | Dock Boggs | Jean Ritchie | Ola Belle Reed | Roscoe Holcomb | The Carter Family | Tommy Jarrell
Q12302,bagad,Bagad de Lann-Bihoué | Bagad Kemper
Q7770873,bal-musette,André Verchuren | Émile Vacher | Gus Viseur | Jo Privat | Marcel Azzola | Tony Murena | Yvette Horner
Q108297188,balitaw,
Q527675,bambuco,
Q25458248,bantengan,
Q2891921,batuque,Orlando Pantera
Q13058900,baul gaan,Lalon | Paban Das Baul | Purna Das Baul | Shah Abdul Karim
Q97159655,bedoui oranais,
Q4889602,benna,
Q55593233,biraha,
Q4936212,bocet,
Q4936753,boduberu,
Q4937089,boedra,
Q18702741,bogino duu,
Q4947422,Bosnian root music,
Q5000356,Burra katha,
Q2929369,bélé,
Q1033073,candombe,Jaime Roos | Rubén Rada
Q19754215,cante alentejano,
Q5747874,canto a lo poeta,
Q107254627,cantoria,
Q3656466,cantu a chiterra,
Q774475,cantu a tenore,Tenores di Bitti
Q2936886,cantèra,
Q2447797,Cape Breton fiddling,Ashley MacIsaac | Buddy MacMaster | Jerry Holland | Natalie MacMaster | Winston Fitzgerald
Q854451,Celtic music,Alan Stivell | Altan | Capercaillie | Clannad | Planxty | The Bothy Band | The Chieftains | The Dubliners
Q5058545,Celtic chant,
Q110606359,Central Asian throat singing,Alash Ensemble | Huun-Huur-Tu | Kongar-ol Ondar | Sainkho Namtchylak | Yat-Kha
Q4208567,kai,Altai Kai
Q597493,chacarera,Atahualpa Yupanqui | Los Carabajal | Los Chalchaleros | Los Fronterizos | Los Hermanos Ábalos | Mercedes Sosa
Q1060475,chamamé,Antonio Tarragó Ros | Chango Spasiuk | Ernesto Montiel | Isaco Abitbol | Raúl Barboza | Teresa Parodi | Tránsito Cocomarola
Q136653443,chamamé tropical,
Q108297212,chamarrita açoriana,
Q108297213,chamarrita rioplatense,
Q461406,change ringing,
Q124851788,changjak gugak,
Q5096318,Chicken scratch,
Q106634987,Chinese classical music,Abing | Guan Pinghu | Liu Dehai | Liu Tianhua | Min Huifen | Wu Man
Q4848674,Baisha xiyue,
Q131854045,Chinese literati music,
Q5295946,dongjing,
Q700805,nanguan,
Q15917095,yanyue,
Q15056301,yayue,
Q2159891,chopi timbila,Venancio Mbande
Q108297216,chotis madrileño,
Q1443316,Christmas music,Andy Williams | Bing Crosby | Brenda Lee | Mannheim Steamroller | Mariah Carey | Nat King Cole | Perry Como | Trans-Siberian Orchestra
Q136933450,son de pascua,
Q4349839,chèo,
Q331810,colindă,
Q89423571,contra dance music,
Q15042720,copla,Concha Piquer | Estrellita Castro | Isabel Pantoja | Juanita Reina | Lola Flores | Marifé de Triana | Miguel de Molina | Rocío Jurado
Q766240,cueca,Los Chileneros | Los Huasos Quincheros | Margot Loyola
Q5793651,cueca brava,Los Chileneros | Roberto Parra Sandoval
Q1145867,cururu,
Q5202988,cải lương,
Q1156570,dabke,Ali Deek | Omar Souleyman
Q10265571,desgarrada,
Q16960459,dhaanto,
Q125754839,dhol tasha,
Q5276535,Dikir barat,
Q15931253,dimotiko,
Q108297231,djanba,
Q25620807,dohori,
Q2138543,doina,Maria Tănase
Q5295546,Dondang Sayang,
Q2165184,drinking song,
Q2583965,duma,
Q17048822,Fakaseasea,
Q5431633,falak,
Q1130969,fandango,
Q109369576,fandango caiçara,
Q5448207,fijiri,
Q2489759,football chant,
Q5509175,fungi,
Q121437389,fusion gugak,Ak Dan Gwang Chil | Black String | Jambinai | Leenalchi | Ssing Ssing
Q65067835,Gaelic psalm singing,
Q535328,gaita zuliana,Cardenales del Éxito | Gran Coquivacoa | Guaco | Maracaibo 15 | Ricardo Aguirre
Q882985,garba,Falguni Pathak
Q2000173,Gnawa music,Hamid El Kasri | Hassan Hakmoun | Mahmoud Guinia
Q10973951,gondang,
Q107123896,griot music,Bako Dagnon | Ballaké Sissoko | Bassekou Kouyaté | Foday Musa Suso | Kandia Kouyaté | Mory Kanté | Sona Jobarteh | Toumani Diabaté
Q82469,Gstanzl,
Q1399566,Guggenmusik,
Q1452401,għana,
Q5639767,Haitian vodou drumming,
Q1430717,Hambo,
Q136031262,haozi,
Q123028778,hapa haole,
Q25339674,harana,
Q5765288,Himene tarava,
Q23637018,hornpipe,
Q2307786,huayno,Amanda Portales | Dina Páucar | Flor Pucarina | Pastorita Huaracina | Picaflor de los Andes
Q1154911,carnavalito,
Q8345377,chimayche,
Q5903971,huayno ancashino,Pastorita Huaracina
Q722989,Hungarian folk music,Muzsikás | Márta Sebestyén
Q11691916,csárdás,
Q1162475,nóta,
Q137900601,pásztordal,
Q220535,verbunkos,János Bihari
Q627181,industrial folk music,A. L. Lloyd | Ewan MacColl
Q13164291,red music,
Q7482056,Irish folk music,Altan | Clannad | De Dannan | Planxty | The Bothy Band | The Chieftains | The Clancy Brothers | The Dubliners
Q771291,sean-nós singing,Darach Ó Catháin | Iarla Ó Lionáird | Joe Heaney
Q9009342,Isa,
Q17630580,Izlan,
Q3160589,Jaipongan,Gugum Gumbira
Q6421060,Kliningan,
Q111394868,James Bay fiddling,
Q744327,joik,Jon Henrik Fjällgren | Mari Boine | Nils-Aslak Valkeapää | Sofia Jannok | Wimme
Q505343,jongo,
Q1202208,joropo,Cholo Valderrama | Grupo Cimarrón | Juan Vicente Torrealba | Reynaldo Armas | Simón Díaz
Q252626,jota,
Q1571388,Jácara,
Q122658157,kalattut,
Q6365333,kantan chamorrita,
Q1737691,Kecak,
Q20427333,ketuk tilu,
Q108845022,kilapanga,
Q947155,kirtan,Jai Uttal | Krishna Das
Q118114324,shabad kirtan,
Q1428470,klapa,Klapa Cambi | Klapa Intrade
Q212944,klezmer,Andy Statman | Brave Old World | Dave Tarras | Giora Feidman | Kapelye | Klezmer Conservatory Band | Naftule Brandwein | The Klezmatics
Q11459349,kouta,
Q648283,krakowiak,
Q3181943,kuda kepang,
Q2360319,kujawiak,
Q6444335,kundiman,Francisco Santiago | Nicanor Abelardo
Q2722134,lavani,
Q16572889,liscio,Raoul Casadei | Secondo Casadei
Q5684704,liwa,
Q1785243,Long song,Namjilyn Norovbanzad
Q193605,lullaby,
Q131681303,batonebi songs,
Q2396005,Iavnana,
Q1499839,lundu,
Q1879175,ländler music,
Q6741049,malagueña,
Q6754164,Mappila song,
Q1753071,maracatu,
Q151942,mazurka,
Q2500734,meykhana,
Q942955,milonga,Alfredo Zitarrosa | Atahualpa Yupanqui
Q901610,min'yō,Michiya Mihashi | Min'yo Crusaders | Takio Itō
Q2278881,shima-uta,Chitose Hajime | Nenes | Rinken Band | Shoukichi Kina
Q11693803,montea,
Q1550501,muiñeira,
Q9035712,muliza,
Q4207331,musok eumak,
Q3333303,méringue,
Q6950147,Métis fiddle,
Q139907417,música festera,
Q15975701,narodnozabavna glasba,Lojze Slak | Slavko Avsenik
Q140369612,nepali lok geet,
Q109589714,Ngoma music,
Q663833,unyago,
Q125544586,ngâm thơ,
Q7042505,Njuup,
Q3347093,néo-trad,
Q11794650,oberek,
Q972424,old-time music,Carolina Chocolate Drops | Charlie Poole | Fiddlin' John Carson | Gid Tanner and His Skillet Lickers | New Lost City Ramblers | The Carter Family | Tommy Jarrell | Uncle Dave Macon
Q7092205,ondo,
Q118395684,orkes gambus,
Q359607,paghjella,A Filetta | Canta u Populu Corsu
Q3365745,parang,
Q5955539,payada,
Q122034415,Philippine rondalla,
Q108055228,pipe band music,Field Marshal Montgomery Pipe Band | Shotts and Dykehead Caledonia Pipe Band | Simon Fraser University Pipe Band
Q13118900,Powada,
Q1540495,puirt à beul,
Q497674,pungmul,
Q3525838,quan họ,
Q7273050,quyi,
Q138588714,rabbit song,
Q132362695,ring shout,McIntosh County Shouters
Q7335754,ripsaw music,
Q16327884,rizitika,
Q3867028,rōkyoku,
Q133826466,sa'idi,
Q958982,saeta,
Q9300201,samba de roda,
Q710917,sanjo,
Q109719071,sarala gee,
Q1413570,sardana,
Q63197384,saya afroboliviana,
Q329385,schottische,
Q118744381,Scottish country dance music,Jimmy Shand
Q1973457,seguidilla,
Q7487815,shan'ge,
Q115812361,sigidrigi,
Q4216001,Sinawi,
Q89363113,singer-songwriter music,Bob Dylan | Carole King | James Taylor | Joni Mitchell | Leonard Cohen | Neil Young | Nick Drake | Paul Simon
Q4056436,bard song,Alexander Galich | Bulat Okudzhava | Vladimir Vysotsky | Yuliy Kim | Yuri Vizbor
Q4078107,bard rock,Alexander Bashlachev | Aquarium | DDT
Q108297209,canzone d'autore,Fabrizio De André | Francesco De Gregori | Francesco Guccini | Franco Battiato | Gino Paoli | Lucio Dalla | Luigi Tenco | Paolo Conte
Q1151259,nueva canción,Atahualpa Yupanqui | Inti-Illimani | Mercedes Sosa | Pablo Milanés | Quilapayún | Silvio Rodríguez | Violeta Parra | Víctor Jara
Q497957,nueva trova,Carlos Varela | Noel Nicola | Pablo Milanés | Sara González | Silvio Rodríguez | Vicente Feliú
Q3879286,nueva canción chilena,Illapu | Inti-Illimani | Isabel Parra | Patricio Manns | Quilapayún | Violeta Parra | Víctor Jara | Ángel Parra
Q98528181,nueva canción española,Chicho Sánchez Ferlosio | José Antonio Labordeta | Luis Eduardo Aute | Paco Ibáñez
Q9051102,nuevo cancionero,Mercedes Sosa | Oscar Matus | Tito Francia
Q2956176,chanson à texte,Anne Sylvestre | Barbara | Georges Brassens | Jacques Brel | Jean Ferrat | Léo Ferré
Q12257561,euskal kantagintza berria,Benito Lertxundi | Lourdes Iriondo | Mikel Laboa | Xabier Lete
Q106917640,kleinkunst,Herman van Veen | Jules de Corte
Q98528299,Liedermacher,Franz Josef Degenhardt | Hannes Wader | Konstantin Wecker | Reinhard Mey | Wolf Biermann
Q109350090,música de intervenção,Adriano Correia de Oliveira | Fausto Bordalo Dias | José Afonso | José Mário Branco | Sérgio Godinho
Q254890,nova cançó,Francesc Pi de la Serra | Guillermina Motta | Joan Manuel Serrat | Lluís Llach | Maria del Mar Bonet | Marina Rossell | Ovidi Montllor | Raimon
Q98528264,slack-key guitar,Gabby Pahinui | Keola Beamer | Ledward Kaapana | Ray Kane | Sonny Chillingworth
Q1093232,stornello,
Q988502,sutartinė,
Q109526125,taiko music,Kodo | Ondekoza
Q7676784,tajaraste,
Q105883401,takamba,
Q7679165,talempong,
Q3980452,talking blues,Bob Dylan | Chris Bouchillon | Woody Guthrie
Q6138499,tamborito,
Q10970468,Taquirari,
Q324617,tarantella,
Q2036172,pizzica,Canzoniere Grecanico Salentino
Q3980643,tammurriata,E Zezi | Nuova Compagnia di Canto Popolare
Q128792625,tarawangsa,
Q110241400,tassu,
Q108575656,tchinkoumé,
Q124428373,tivaner inngernerlu,
Q7810544,tizita,
Q16844015,toada de boi,
Q109406646,tonada potosina,
Q108981355,traditional séga,Ti Frère
Q139565726,séga tambour,
Q1432540,trallalero,
Q29252685,trikiti,Joseba Tapia | Kepa Junkera
Q3541635,tsugaru-jamisen,Agatsuma | Takahashi Chikuzan | Yoshida Brothers
Q2738469,tumba,
Q1810546,Turkish folk music,Arif Sağ | Aşık Veysel | Belkıs Akkale | Mahzuni Şerif | Musa Eroğlu | Neşet Ertaş | Ruhi Su
Q1799871,uzun hava,
Q106654144,zeybek,
Q89099707,özgün müzik,Ahmet Kaya | Zülfü Livaneli
Q123556216,tân cổ giao duyên,
Q127835715,uaajeerneq,
Q123105792,unakesa,
Q108665895,upopo,
Q110242082,urumi melam,
Q123699455,vaigat music,
Q1232283,villancico,
Q3482281,visa,
Q115776141,vude,
Q7967858,wangga,
Q127624,white voice,
Q502658,work song,
Q4993817,military cadence,
Q1195253,sea shanty,Fisherman's Friends | Stan Hugill
Q7975176,waulking song,
Q3570841,xaxado,
Q10836741,xẩm,
Q106558878,yaraví,
Q60030725,yodel,Franzl Lang | Jimmie Rodgers
Q1193421,yukar,
Q2738178,zamacueca,
Q3106448,zamba,Eduardo Falú | Los Chalchaleros | Los Fronterizos | Mercedes Sosa
Q106654137,zinli,
Q106654136,zohioliin duu,
Q3408409,čalgija,
Q3357584,ʻōteʻa,
Q18345375,Latin music,Antônio Carlos Jobim | Celia Cruz | Gloria Estefan | Juan Gabriel | Julio Iglesias | Santana | Shakira | Tito Puente
Q18217098,New Mexico music,Al Hurricane
Q9764,flamenco,Antonio Mairena | Camarón de la Isla | Enrique Morente | La Niña de los Peines | Paco de Lucía | Sabicas | Tomatito | Vicente Amigo
Q3053954,new flamenco,Ketama | Ojos de Brujo | Paco de Lucía | Pata Negra | Radio Tarifa | Rosalía | Vicente Amigo
Q1426909,flamenco jazz,Carles Benavent | Chano Domínguez | Jorge Pardo | Paco de Lucía | Pedro Iturralde
Q108297241,flamenco pop,Chambao | Gipsy Kings | Las Grecas | Niña Pastori | Rosalía | Rosario Flores
Q282131,merengue,Eddy Herrera | Fernando Villalona | Johnny Ventura | Juan Luis Guerra | Los Hermanos Rosario | Milly Quezada | Sergio Vargas | Wilfrido Vargas
Q3855113,merenhouse,Fulanito | Ilegales | Proyecto Uno | Sandy & Papo
Q116316147,mambo urbano,
Q9031739,merecumbé,Pacho Galán
Q6819034,merengue típico,Fefita la Grande | Tatico Henríquez | Ñico Lora
Q6140143,tecnomerengue,
Q7142141,pasillo,Carlota Jaramillo | Julio Jaramillo | Olimpo Cárdenas
Q1076539,choro,Altamiro Carrilho | Chiquinha Gonzaga | Ernesto Nazareth | Hamilton de Holanda | Jacob do Bandolim | Joaquim Callado | Pixinguinha | Waldir Azevedo
Q3889661,marchinha,Braguinha | Carmen Miranda | Chiquinha Gonzaga | Lamartine Babo
Q752785,calypso,Calypso Rose | David Rudder | Harry Belafonte | Lord Invader | Lord Kitchener | Lord Melody | Mighty Sparrow | Roaring Lion
Q117223398,calipso venezolano,
Q1090048,chutney music,Drupatee Ramgoonai | Rikki Jai | Sundar Popo
Q586110,forró,Alceu Valença | Dominguinhos | Elba Ramalho | Falamansa | Jackson do Pandeiro | Luiz Gonzaga | Marinês | Trio Nordestino
Q10283582,electronic forró,Aviões do Forró | Calcinha Preta | Limão com Mel | Mastruz com Leite | Wesley Safadão
Q124637903,forró de favela,
Q108857881,piseiro,Barões da Pisadinha | João Gomes | Tarcísio do Acordeon | Vitor Fernandes | Zé Vaqueiro
Q10283584,forró universitário,Bicho de Pé | Falamansa | Rastapé
Q835562,habanera,
Q2420447,trova,Alberto Villalón | Manuel Corona | María Teresa Vera | Pepe Sánchez | Sindo Garay
Q1574985,Vallenato,Alejo Durán | Binomio de Oro de América | Carlos Vives | Diomedes Díaz | Jorge Oñate | Rafael Escalona | Silvestre Dangond
Q11403,samba,Adoniran Barbosa | Beth Carvalho | Cartola | Clara Nunes | Martinho da Vila | Noel Rosa | Paulinho da Viola | Zeca Pagodinho
Q3470688,samba de gafieira,
Q834959,samba rock,Bebeto | Clube do Balanço | Jorge Ben Jor | Seu Jorge | Trio Mocotó
Q108556056,samba soul,Banda Black Rio
Q3360459,pagode,Exaltasamba | Fundo de Quintal | Grupo Revelação | Jovelina Pérola Negra | Zeca Pagodinho
Q25448883,pagode baiano,Harmonia do Samba | Parangolé | Psirico | É o Tchan!
Q100139647,arrochadeira,
Q10343541,pagode romântico,Exaltasamba | Katinguelê | Negritude Júnior | Raça Negra | Sorriso Maroto | Soweto | Só Pra Contrariar
Q19816,batucada,
Q1420722,partido alto,Aniceto do Império | Bezerra da Silva | Zeca Pagodinho
Q10367246,samba de breque,Moreira da Silva
Q10367249,samba de terreiro,
Q10367225,samba rap,Marcelo D2
Q4215151,samba-canção,Dolores Duran | Lupicínio Rodrigues | Maysa | Nora Ney
Q10367217,samba-choro,
Q3470692,samba-enredo,Jamelão | Neguinho da Beija-Flor
Q10367220,samba-exaltação,Ary Barroso | Francisco Alves
Q13634037,samba-jazz,Bossa Três | Edison Machado | J.T. Meirelles | Sérgio Mendes | Tamba Trio | Zimbo Trio
Q10367222,samba-joia,Benito di Paula | Luiz Ayrão
Q10367259,sambalanço,Ed Lincoln | Elza Soares | Jorge Ben | Miltinho | Orlann Divo | Wilson Simonal
Q208239,salsa,Celia Cruz | Eddie Palmieri | Fania All-Stars | Héctor Lavoe | Marc Anthony | Rubén Blades | Tito Puente | Willie Colón
Q7405759,salsa dura,Eddie Palmieri | El Gran Combo de Puerto Rico | Héctor Lavoe | Johnny Pacheco | Ray Barretto | Richie Ray & Bobby Cruz | Willie Colón
Q371745,timba,Bamboleo | Havana D'Primera | Issac Delgado | La Charanga Habanera | Los Van Van | Manolito y su Trabuco | NG La Banda | Paulo FG
Q20016116,salsa choke,Junior Jein
Q7405765,salsa romántica,Eddie Santiago | Frankie Ruiz | Gilberto Santa Rosa | Jerry Rivera | Lalo Rodríguez | Luis Enrique | Marc Anthony | Tito Nieves
Q1958273,sertanejo,Chitãozinho & Xororó | Jorge & Mateus | Leandro & Leonardo | Marília Mendonça | Milionário & José Rico | Sérgio Reis | Tonico & Tinoco | Zezé Di Camargo & Luciano
Q4011109,rasqueado,
Q106594814,sertanejo de raiz,Almir Sater | Cascatinha & Inhana | Inezita Barroso | Pena Branca & Xavantinho | Renato Teixeira | Tião Carreiro & Pardinho | Tonico & Tinoco
Q10331354,moda de viola,Almir Sater | Pena Branca & Xavantinho | Tião Carreiro & Pardinho | Tonico & Tinoco
Q106594830,sertanejo romântico,Chitãozinho & Xororó | Chrystian & Ralf | Gian & Giovani | João Paulo & Daniel | Leandro & Leonardo | Zezé Di Camargo & Luciano
Q10370558,sertanejo universitário,Gusttavo Lima | Henrique & Juliano | João Bosco & Vinícius | Jorge & Mateus | Luan Santana | Maiara & Maraisa | Marília Mendonça | Michel Teló
Q138617267,agronejo,Ana Castela | Luan Pereira
Q113205225,arrocha sertanejo,
Q108297247,funknejo,
Q1646666,mambo,Beny Moré | Cachao | Machito | Pérez Prado | Tito Puente | Tito Rodríguez
Q2707994,Catalan rumba,El Pescaílla | Gato Pérez | Gipsy Kings | Los Amaya | Los Manolos | Peret
Q155119,cuarteto,Cuarteto Leo | La Mona Jiménez | Rodrigo | Ulises Bueno | Walter Olmos
Q367751,pachanga,Charlie Palmieri | Eduardo Davidson | Johnny Pacheco
Q3069904,porro,Lucho Bermúdez | Pacho Galán
Q486263,bossa nova,Antônio Carlos Jobim | Astrud Gilberto | Baden Powell | Carlos Lyra | João Gilberto | Nara Leão | Stan Getz | Vinicius de Moraes
Q40461,bachata,Antony Santos | Aventura | Frank Reyes | José Manuel Calderón | Juan Luis Guerra | Luis Vargas | Raulín Rodríguez | Romeo Santos
Q4848738,baithak gana,Ramdew Chaitoe
Q23925185,pilón,Pacho Alonso
